date,beanName,beanWeight,coffeeWeight,grind,time,notes,weightEverySec,pressureEverySec
2019 06 30 Sun 10:28,huy,18.6,37.4,3.75,37,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.9;1.6;2.1;2.9;3.8;4.7;6.4;7.7;9.4;11.4;13.5;15.6;17.9;20.3;22.6;25.2;27.7;30.2;32.9;35.6;37.1;37.3;,0.0;0.6;0.6;0.6;0.6;0.6;0.6;0.7;0.8;0.9;1.3;2.0;3.4;6.0;8.1;9.4;9.8;9.8;9.6;9.3;8.8;8.5;8.2;7.8;7.4;6.9;6.4;6.1;5.7;5.4;5.2;4.9;4.8;4.8;4.7;4.8;5.5;,
2019 06 30 Sun 10:46,huy,18.6,79.4,4.75,60,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;1.5;2.8;4.4;6.2;7.9;9.4;11.3;13.1;14.9;16.9;18.8;20.6;22.4;24.5;26.3;28.3;30.2;32.2;34.3;36.3;38.2;40.2;42.2;44.2;46.1;48.2;50.1;52.0;54.1;56.2;58.2;60.3;62.0;63.8;66.0;68.2;69.9;71.9;74.0;75.7;77.7;78.9;79.1;,0.0;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.5;0.7;0.8;0.9;1.1;1.4;1.7;2.1;2.4;2.6;2.6;2.5;2.4;2.2;2.2;2.1;2.1;2.0;1.9;1.9;1.9;1.8;1.8;1.7;1.7;1.7;1.7;1.7;1.6;1.6;1.6;1.6;1.6;1.6;1.5;1.5;1.5;1.5;1.5;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.6;,
2019 07 01 Mon 09:35,huy,-33.0,37.8,4.75,34,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.9;2.7;3.8;5.0;6.5;8.6;10.5;12.9;15.6;18.4;21.3;24.3;27.4;30.7;33.8;36.7;37.5;37.6;,0.0;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.6;0.8;1.0;1.6;2.4;4.7;7.6;9.1;9.5;9.5;9.1;8.7;8.2;7.5;6.5;5.9;5.1;4.6;4.3;3.9;3.9;3.8;3.7;3.8;5.0;5.8;,
2019 07 01 Mon 09:46,huy,18.7,37.1,4.75,84,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.3;0.4;0.6;0.9;1.2;1.4;1.6;1.8;2.1;2.2;2.4;2.6;2.7;2.9;3.0;3.2;3.3;3.5;3.7;3.8;3.9;4.0;4.1;4.2;4.4;4.5;4.6;4.7;4.8;4.9;5.0;5.0;5.1;5.2;5.6;7.1;9.4;11.6;13.9;16.1;18.4;20.6;22.9;25.1;27.2;29.5;31.6;33.6;35.7;36.6;36.9;37.0;37.0;37.0;37.1;37.1;37.1;37.1;37.1;37.1;37.1;-21.0;-196.9;139.9;-294.2;37.1;,0.0;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.6;0.7;1.0;1.1;1.4;1.7;2.1;2.1;1.8;1.7;1.6;1.6;1.5;1.5;1.4;1.4;1.4;1.3;1.3;1.3;1.3;1.2;1.2;1.2;1.2;1.2;1.1;1.1;1.1;1.1;1.1;1.1;1.1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.1;1.5;2.1;2.4;2.4;2.4;2.3;2.2;2.2;2.1;2.1;2.0;2.0;2.0;1.9;1.9;1.9;1.9;2.0;2.1;2.2;2.3;2.4;2.5;2.6;2.6;2.7;2.8;2.9;3.0;3.2;3.4;3.6;3.8;,
2019 07 05 Fri 10:49,huy,18.7,38.9,4.75,33,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.1;-0.1;-0.1;0.7;2.1;2.9;4.2;6.1;8.0;10.2;12.9;15.4;18.2;21.6;24.6;27.7;31.4;34.6;37.7;38.5;38.7;,0.0;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.5;0.6;0.8;1.0;1.3;2.6;5.5;7.9;9.4;9.6;9.3;8.9;8.0;7.3;6.6;6.1;5.4;4.8;4.5;4.3;4.1;3.9;3.6;3.7;4.8;,
2019 07 06 Sat 10:36,huy,18.6,38.1,3.75,32,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7;1.7;2.8;4.1;5.4;7.2;9.3;11.7;14.3;16.9;20.1;23.3;26.1;29.8;33.1;36.3;37.7;37.8;,0.0;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.5;0.6;0.8;1.1;2.0;4.4;7.4;9.1;9.5;9.1;8.9;8.3;7.6;6.7;5.8;5.0;4.6;4.3;4.0;3.8;3.6;3.6;4.3;5.1;,
2019 07 06 Sat 10:40,huy,18.5,41.4,3.75,28,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.6;4.1;6.3;9.3;12.2;15.2;18.6;21.9;25.3;29.0;32.6;36.0;39.7;40.9;41.1;,0.0;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.7;0.8;1.2;2.4;4.6;6.1;6.4;5.8;5.1;4.4;4.2;3.9;3.7;3.5;3.3;3.2;3.2;3.3;3.9;,
2019 07 06 Sat 10:56,rock,18.4,36.8,3.50,36,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.6;1.3;2.4;3.3;5.1;6.7;8.4;10.5;12.6;14.7;17.1;19.4;21.7;24.3;26.8;29.1;31.7;34.1;36.1;36.6;,0.0;0.5;0.5;0.5;0.5;0.5;0.5;0.6;0.8;1.0;1.4;1.7;2.1;2.6;3.6;6.0;8.1;8.9;9.0;8.9;8.5;8.0;7.6;7.1;6.8;6.2;5.7;5.5;5.3;5.1;5.0;4.8;4.9;4.9;4.8;4.6;,
2019 07 07 Sun 10:25,rock,-16.3,36.7,4.25,31,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.1;0.0;0.0;-0.1;-0.1;0.0;-0.1;0.0;1.4;3.2;5.1;7.5;10.0;12.7;15.7;18.5;21.3;24.7;28.0;31.2;34.5;36.3;36.5;,0.0;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.6;0.7;0.9;1.0;1.2;1.5;1.9;3.5;5.7;7.0;7.2;6.7;5.8;5.1;4.7;4.4;4.2;4.0;3.8;3.8;3.8;3.6;3.5;,
2019 07 07 Sun 10:30,rock,18.5,36.5,4.00,40,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.8;1.3;1.7;2.3;3.0;4.0;5.0;6.2;7.4;8.5;10.5;12.2;14.3;16.3;18.5;20.8;23.0;25.3;27.6;30.0;32.5;34.8;36.1;36.3;,0.0;0.7;0.7;0.7;0.7;0.7;0.7;0.8;0.8;0.9;1.1;1.7;2.5;4.2;6.6;9.1;10.1;10.2;10.1;9.9;9.6;9.6;9.4;9.1;8.8;8.3;8.2;7.9;7.7;7.4;7.0;6.8;6.6;6.4;6.2;6.0;5.9;5.8;5.5;6.0;,
2019 07 07 Sun 16:13,rock,18.4,38.6,3.50,62,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.5;0.7;0.9;1.0;1.2;1.4;1.7;1.8;1.9;2.0;2.2;2.3;2.5;2.6;2.7;2.8;2.9;3.0;3.2;3.3;3.4;3.5;3.6;3.6;3.8;3.9;3.9;4.0;4.1;4.2;4.2;4.3;4.4;4.7;7.3;10.2;13.1;16.2;19.4;22.7;25.9;29.0;32.2;35.4;38.2;38.5;,0.0;0.5;0.5;0.5;0.5;0.5;0.6;0.8;1.1;1.3;1.7;2.1;2.6;2.5;2.1;2.0;1.9;1.8;1.8;1.7;1.7;1.6;1.6;1.6;1.6;1.5;1.5;1.5;1.5;1.5;1.4;1.4;1.4;1.4;1.4;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.2;1.2;1.2;1.2;1.2;1.3;2.6;5.0;6.1;5.7;5.1;4.9;4.7;4.6;4.5;4.3;4.3;4.2;4.6;5.9;,
2019 07 07 Sun 16:24,rock,18.5,59.7,3.50,90,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.5;0.8;0.9;1.3;1.4;1.5;1.7;2.1;2.2;2.4;2.5;2.6;2.7;2.9;3.0;3.1;3.3;3.4;3.5;3.6;3.7;3.9;4.0;4.1;4.2;4.2;4.4;4.5;4.5;4.6;4.7;4.8;4.9;5.0;5.1;5.5;6.5;7.8;9.1;11.0;12.3;13.9;15.0;16.7;18.5;20.1;21.5;23.0;24.7;26.3;27.7;29.4;31.0;31.9;33.8;35.2;36.7;38.6;40.1;41.9;43.6;45.1;46.4;48.1;49.9;51.5;52.9;54.4;56.1;57.6;59.2;59.5;,0.0;0.5;0.5;0.5;0.5;0.6;0.6;0.7;0.7;0.8;1.0;1.2;1.5;1.9;2.2;2.1;1.9;1.8;1.7;1.7;1.6;1.6;1.6;1.6;1.5;1.5;1.5;1.5;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.3;1.7;2.2;2.6;2.8;2.8;2.7;2.7;2.6;2.6;2.6;2.5;2.5;2.5;2.4;2.4;2.4;2.4;2.4;2.3;2.3;2.3;2.3;2.3;2.3;2.3;2.3;2.3;2.3;2.3;2.3;2.3;2.2;2.2;2.2;2.2;2.2;2.2;2.2;2.3;,
2019 07 08 Mon 09:58,riom,18.6,39.3,3.75,37,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.1;0.0;0.8;1.8;2.8;3.5;4.6;6.3;7.7;9.6;11.8;14.0;16.5;19.1;21.7;24.2;27.0;29.9;32.7;35.7;38.3;39.0;39.2;,0.0;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.6;0.7;0.9;1.3;2.0;3.5;6.4;8.9;9.8;9.9;9.8;9.5;9.2;8.8;8.2;7.9;7.4;6.9;6.3;5.7;5.6;5.4;5.3;5.1;4.9;4.9;5.7;6.8;,
2019 07 08 Mon 10:04,riom,18.6,38.7,3.75,35,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.7;1.6;2.7;3.6;4.5;5.9;7.5;9.2;10.9;13.2;15.6;17.9;20.5;23.2;25.8;28.5;31.4;34.1;36.9;38.4;38.6;,0.0;0.6;0.6;0.6;0.6;0.6;0.6;0.7;0.8;1.0;1.3;2.1;3.4;6.1;8.7;9.8;9.9;9.9;9.7;9.5;9.1;8.4;8.2;7.8;7.3;6.8;6.2;5.8;5.7;5.5;5.4;5.2;5.1;5.1;5.8;,
2019 07 13 Sat 10:28,riom,-18.4,-327.0,3.75,43,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;1.8;4.2;6.5;9.2;12.2;15.1;18.3;21.7;25.1;28.5;32.1;35.5;38.0;38.3;38.5;38.5;38.6;38.6;38.6;38.6;38.6;38.6;38.6;39.1;-192.3;-383.7;,0.0;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.5;0.6;0.8;0.9;1.1;1.3;1.7;2.2;2.9;4.9;6.8;6.9;6.3;5.5;4.8;4.5;4.2;4.1;3.9;3.7;3.5;3.9;5.3;6.4;7.3;8.0;8.5;8.8;8.8;8.7;8.7;8.6;8.6;8.6;8.7;,
2019 07 13 Sat 10:32,riom,18.6,38.1,3.75,28,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;2.9;5.2;7.6;10.3;13.2;16.4;19.7;23.1;26.3;29.6;33.1;36.3;37.7;,0.0;0.6;0.6;0.6;0.6;0.6;0.6;0.7;0.8;0.9;1.2;1.4;1.6;1.9;3.6;5.7;6.7;6.6;5.9;5.3;4.9;4.6;4.4;4.1;4.0;4.0;3.8;3.9;,
2019 07 14 Sun 11:08,rock,18.5,36.1,4.00,41,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.3;0.5;1.0;1.6;2.3;2.9;3.7;4.8;6.0;6.9;8.0;9.5;11.7;13.5;15.4;17.5;19.4;21.5;23.8;26.0;28.3;30.6;32.8;35.1;35.8;,0.0;0.6;0.6;0.6;0.6;0.6;0.6;0.7;0.8;0.9;1.2;1.8;2.7;4.6;7.4;9.5;10.2;10.2;10.0;9.9;9.9;9.7;9.5;9.3;8.9;8.8;8.6;8.3;8.1;7.5;7.2;6.9;6.6;6.3;6.0;5.9;5.8;5.7;5.6;5.5;5.7;,
2019 07 14 Sun 11:13,rock,18.6,36.3,4.25,38,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.9;2.0;3.0;3.7;4.4;5.8;7.1;8.4;10.2;12.2;14.3;16.6;18.8;21.1;23.5;25.8;28.2;30.7;33.0;35.4;36.0;36.2;,0.0;0.7;0.7;0.7;0.7;0.7;0.7;0.8;0.8;1.0;1.1;1.3;1.9;2.8;4.8;7.7;9.3;10.0;10.0;9.8;9.7;9.2;9.1;8.9;8.6;8.2;7.6;7.3;7.1;6.8;6.5;6.2;6.0;6.0;5.9;5.7;5.4;6.1;,
2019 07 15 Mon 10:08,rock,18.4,37.4,4.25,36,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;1.4;2.4;3.6;4.4;6.0;7.8;9.6;11.8;14.0;16.3;18.5;21.0;23.5;26.1;28.8;31.2;33.8;36.4;37.0;37.2;,0.0;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.6;0.7;1.0;1.4;2.0;3.1;5.4;8.0;9.3;9.7;9.6;9.1;8.9;8.5;7.9;7.4;6.7;6.3;6.2;6.0;5.9;5.7;5.5;5.6;5.5;5.3;5.2;6.5;,
2019 07 15 Mon 10:13,rock,18.6,36.9,4.25,39,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;1.0;1.8;2.3;3.0;3.8;4.5;5.4;6.6;8.3;9.8;11.5;13.3;15.2;17.2;19.3;21.4;23.7;25.7;28.0;30.4;32.5;34.7;36.6;36.8;,0.0;0.7;0.7;0.7;0.7;0.7;0.7;0.8;0.9;1.1;1.6;2.3;3.6;6.4;9.1;10.2;10.2;10.2;10.1;10.0;9.9;9.7;9.2;9.2;9.0;8.6;8.3;7.8;7.7;7.6;7.5;7.4;7.2;7.1;7.1;7.1;7.1;6.4;5.2;,
2019 07 15 Mon 10:32,rock,18.4,38.0,3.50,66,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.2;0.3;0.4;0.4;0.6;0.6;0.6;0.7;0.9;1.0;1.1;1.1;1.2;1.2;1.3;1.4;1.4;1.6;1.6;1.7;2.0;2.0;2.0;2.0;2.2;2.2;2.2;2.3;2.3;2.4;2.4;2.7;4.3;6.5;9.1;11.7;14.6;17.4;20.3;23.3;26.2;29.2;32.2;35.3;37.6;37.9;,0.0;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.6;0.8;1.0;1.2;1.5;1.8;2.1;2.1;1.8;1.8;1.7;1.7;1.7;1.6;1.6;1.6;1.6;1.6;1.5;1.5;1.5;1.5;1.5;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.2;1.2;1.2;2.5;4.8;6.5;7.2;6.7;6.2;5.6;5.2;4.9;4.8;4.6;4.5;4.4;4.4;4.2;4.2;,
2019 07 20 Sat 10:29,arc,18.5,37.9,4.00,32,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;1.8;3.4;5.5;7.6;9.8;12.4;15.0;17.6;20.4;23.1;25.7;28.6;31.4;34.1;36.9;37.6;,0.0;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.6;0.9;1.3;1.7;2.7;4.6;6.5;7.1;7.1;6.6;5.9;5.3;5.0;4.8;4.6;4.4;4.2;4.3;4.3;4.2;4.4;5.4;,
2019 07 20 Sat 10:44,han,18.7,80.0,5.00,65,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9;1.9;2.8;4.2;5.3;7.2;8.7;10.3;11.8;13.6;15.6;17.3;19.1;21.1;23.0;24.7;26.5;28.5;30.4;32.1;34.1;35.9;37.6;39.7;41.4;43.3;44.8;46.6;48.7;50.4;52.3;54.0;55.6;57.3;59.0;60.9;62.7;63.9;65.8;67.8;69.6;71.5;73.4;75.3;77.2;78.9;79.7;79.9;,0.0;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.6;0.6;0.6;0.7;1.0;1.2;1.5;1.9;2.4;2.8;3.0;3.1;3.0;2.9;2.6;2.4;2.3;2.2;2.1;2.0;1.9;1.9;1.8;1.8;1.8;1.7;1.7;1.7;1.7;1.7;1.6;1.7;1.7;1.7;1.7;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.8;2.2;,
2019 07 21 Sun 09:00,arc,18.6,37.2,3.75,32,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;2.1;3.0;4.9;6.8;8.7;10.9;13.3;15.6;18.0;20.7;23.3;25.8;28.5;31.2;33.8;36.4;37.0;,0.0;0.4;0.4;0.4;0.4;0.4;0.5;0.5;0.5;0.7;0.9;1.1;1.7;2.7;4.9;7.3;8.5;8.5;8.5;8.0;7.5;6.9;6.1;5.8;5.7;5.5;5.4;5.2;5.2;5.2;5.1;4.7;,
2019 07 21 Sun 09:04,arc,18.7,37.3,3.50,40,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.7;1.5;2.0;2.5;3.2;4.1;4.8;5.9;7.3;8.3;10.4;12.1;13.8;15.8;17.8;19.9;22.1;24.1;26.4;28.7;30.7;32.9;35.5;37.0;37.2;,0.0;0.6;0.6;0.6;0.6;0.6;0.7;0.7;0.8;1.0;1.5;2.4;3.7;6.2;8.8;9.9;10.2;10.0;9.9;9.9;9.7;9.5;9.2;8.8;8.7;8.4;8.1;7.8;7.3;7.2;7.0;6.9;6.7;6.5;6.4;6.4;6.3;6.2;5.8;5.7;,
2019 07 21 Sun 09:26,han,18.6,43.0,3.50,63,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.6;0.6;0.9;1.0;1.2;1.3;1.7;1.8;2.0;2.1;2.2;2.4;2.5;2.7;2.9;3.0;3.2;3.3;3.4;3.5;3.6;3.8;3.9;4.0;4.1;4.2;4.3;4.4;4.5;4.6;4.7;4.8;4.9;5.0;7.1;10.2;14.1;18.0;21.7;25.7;29.9;33.8;37.7;41.3;42.8;,0.0;0.4;0.4;0.4;0.4;0.4;0.4;0.5;0.5;0.7;1.1;1.4;2.0;2.1;1.7;1.5;1.4;1.3;1.2;1.2;1.1;1.1;1.1;1.0;1.0;1.0;1.0;0.9;0.9;0.9;0.9;0.9;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.9;2.6;5.5;5.8;5.1;4.6;4.2;4.0;3.9;3.7;3.4;3.4;4.2;,
2019 07 22 Mon 09:52,rock,18.5,38.6,3.50,26,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;3.6;6.9;10.3;13.9;17.5;21.1;24.7;28.3;31.7;35.5;37.9;38.2;38.4;,0.0;0.5;0.5;0.5;0.5;0.5;0.5;0.6;0.6;0.7;0.9;1.7;2.9;3.8;3.7;3.5;3.2;3.0;2.9;2.8;2.8;2.8;2.8;3.6;5.0;6.1;,
2019 07 22 Mon 09:57,han,18.6,47.8,3.50,37,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;2.0;2.8;3.5;5.0;5.8;7.4;9.3;11.4;13.6;15.9;18.5;21.1;23.7;26.6;29.4;32.4;35.7;38.9;42.0;45.4;47.4;47.7;,0.0;0.6;0.6;0.6;0.6;0.6;0.6;0.7;0.7;0.7;0.7;1.0;2.3;4.6;6.8;8.6;9.3;9.4;9.1;8.5;8.3;7.8;7.3;6.7;6.0;5.5;5.1;4.8;4.5;4.2;4.1;4.0;3.9;3.8;3.7;3.7;4.6;,
2019 07 22 Mon 10:21,han,18.6,47.1,3.50,69,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.5;0.6;0.8;1.0;1.2;1.6;1.7;1.9;2.1;2.4;2.5;2.7;3.0;3.0;3.3;3.5;3.7;3.8;3.9;4.1;4.4;4.5;4.6;4.8;4.9;5.1;5.2;5.3;5.5;5.7;5.7;5.9;6.0;6.0;6.9;9.0;11.4;14.1;17.0;19.7;22.5;25.4;28.1;30.9;33.4;36.1;38.8;41.5;44.1;46.4;46.9;,0.0;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.6;0.6;0.7;0.8;1.0;1.4;1.6;1.4;1.3;1.2;1.1;1.1;1.0;1.0;1.0;0.9;0.9;0.9;0.9;0.9;0.9;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.8;1.3;2.2;2.7;2.7;2.5;2.4;2.3;2.3;2.2;2.2;2.2;2.2;2.1;2.2;2.2;2.2;2.2;2.4;,
2019 07 25 Thu 09:44,han,18.5,47.7,3.50,50,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.4;0.7;1.2;1.5;2.0;2.4;3.0;3.6;4.4;5.2;6.0;7.0;8.6;9.7;11.6;13.5;15.4;17.5;19.7;21.9;24.4;26.8;29.2;31.9;34.5;37.1;39.6;42.5;45.0;47.3;47.6;,0.0;0.2;0.2;0.2;0.2;0.2;0.3;0.3;0.3;0.3;0.3;0.4;0.9;1.9;3.9;6.7;8.6;9.5;9.6;9.6;9.5;9.2;9.0;9.2;9.1;8.9;8.6;8.3;8.5;8.3;8.1;7.8;7.5;7.2;6.9;6.5;6.2;5.7;5.3;4.9;4.6;4.4;4.1;4.1;4.0;4.0;3.9;3.8;3.8;5.1;,
2019 07 25 Thu 10:00,han,18.7,45.7,3.25,64,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.5;0.7;1.2;1.3;1.4;1.6;1.9;2.1;2.3;2.6;2.7;3.0;3.3;3.4;3.6;3.7;3.9;4.1;4.2;4.3;4.5;4.6;4.8;4.9;5.0;5.2;5.3;5.4;5.5;5.7;5.7;5.8;5.9;6.0;6.5;8.9;11.9;15.0;18.3;21.6;24.9;28.2;31.5;35.1;38.5;41.9;45.0;45.5;,0.0;0.2;0.2;0.2;0.2;0.2;0.3;0.3;0.3;0.5;0.8;1.1;1.6;2.0;1.6;1.3;1.1;1.0;0.9;0.9;0.8;0.8;0.7;0.7;0.7;0.6;0.6;0.6;0.6;0.6;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.9;2.5;3.9;3.9;3.5;3.3;3.1;3.0;3.0;2.9;2.9;2.8;2.7;3.0;3.9;,
2019 07 27 Sat 10:34,arc,38.8,36.3,3.00,66,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.5;0.8;1.0;1.3;1.5;1.8;2.0;2.2;2.4;2.5;2.8;3.0;3.1;3.3;3.4;3.5;3.7;3.8;3.9;4.0;4.1;4.3;4.4;4.5;4.6;4.7;4.8;4.9;5.0;5.0;5.1;5.2;5.2;5.4;5.5;5.6;5.7;6.7;9.1;11.4;13.7;16.0;18.3;20.7;23.2;25.5;27.7;30.0;32.3;34.6;36.0;,0.0;0.5;0.5;0.5;0.5;0.5;0.5;0.6;0.8;1.0;1.2;1.6;1.9;1.6;1.4;1.3;1.2;1.1;1.1;1.1;1.0;1.0;1.0;0.9;0.9;0.9;0.9;0.9;0.9;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.8;1.3;2.1;2.8;2.8;2.7;2.6;2.5;2.5;2.4;2.4;2.4;2.4;2.4;2.4;2.4;2.4;,
2019 07 28 Sun 10:16,arc,18.6,37.5,3.50,34,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;1.4;2.4;3.9;5.4;7.3;9.1;11.0;13.2;15.5;17.8;20.4;22.9;25.2;27.7;30.3;32.9;35.7;37.1;37.3;,0.0;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.6;1.1;1.8;2.7;4.8;7.2;8.3;8.3;8.4;8.0;7.6;7.1;6.3;5.9;5.7;5.5;5.3;5.0;5.0;5.0;5.0;4.9;4.6;5.4;,
2019 07 28 Sun 10:20,arc,18.7,37.7,3.50,34,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;1.3;2.4;3.5;5.0;6.9;8.5;10.4;12.6;14.6;16.9;19.4;21.6;24.1;26.9;29.6;32.3;35.2;37.2;37.5;,0.0;0.5;0.5;0.5;0.5;0.6;0.6;0.6;0.6;0.6;0.6;0.9;1.7;2.5;4.1;6.3;7.8;8.3;8.2;7.7;7.5;7.2;6.7;6.3;5.7;5.4;5.2;5.0;4.8;4.5;4.4;4.4;4.1;4.8;,
